Song Name,Artist Name,Release Date (Spotify),Popularity Score (Spotify),Genre
Supe Que Me Amabas,Marcela Gandara,2006-10-19,70,"['classify', 'sleep']"
Ay Mi Dios,IAmChino,2016-02-22,70,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']"
Swish Swish,Katy Perry,2017-06-09,67,"['bolero', 'latin pop']"
No Lo Hice Bien,Los Plebes del Rancho de Ariel Camacho,2016-03-04,69,['pop']
Eastside (with Halsey & Khalid),benny blanco,2018-07-12,76,['k-pop']
Airplanes (feat. Hayley Williams of Paramore),B.o.B,2010-04-27,78,['punjabi pop']
Daddy Yankee & Luis Fonsi - Despacito Remix,DJ K-More,2017-09-22,9,"['latin arena pop', 'latin pop', 'mexican pop']"
When We Were Young,Piano Dreamers,2015-12-18,17,"['desi pop', 'filmi', 'punjabi pop']"
Ahora Te Puedes Marchar,Luis Miguel,2005-12-02,45,"['desi pop', 'filmi', 'punjabi pop']"
Caramelo 2 - Remix,Dj Gaby,2020-09-05,23,"['dance pop', 'pop']"
E.T.,Katy Perry,2012-03-12,70,['reggaeton']
Intentions,Justin Bieber,2020-02-07,72,"['dance pop', 'edm', 'pop', 'pop dance']"
Diamond,Gurnam Bhullar,2018-01-08,61,"['atl hip hop', 'hip hop', 'rap']"
LALISA,LISA,2021-09-10,80,['bhojpuri pop']
Amigos No por Favor (Primera Fila) - En Vivo,Yuridia,2017-10-20,57,"['australian hip hop', 'dance pop', 'pop']"
Kya Baat Ay,Harrdy Sandhu,2018-09-24,71,"['k-pop', 'k-pop girl group', 'pop']"
Filhaal2 Mohabbat,B Praak,2021-07-06,67,"['electro', 'filter house', 'rock']"
TiK ToK,Kesha,2010-01-01,84,"['hollywood', 'movie tunes']"
Que Va,Alex Sensation,2017-08-04,67,"['canadian pop', 'pop']"
Levels - Radio Edit,Avicii,2011-10-28,82,"['filmi', 'modern bollywood']"
Heartbeat,Childish Gambino,2011-11-15,84,"['album rock', 'classic rock', 'hard rock', 'rock']"
Kunware Me Ganga Nahaile Bani,Ankush Raja,2021-05-06,59,['previa']
Black Widow,Iggy Azalea,2014-01-01,69,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
TT,TWICE,2016-10-24,69,"['barbadian pop', 'pop', 'urban contemporary']"
Instant Crush (feat. Julian Casablancas),Daft Punk,2013-05-20,78,"['pop', 'singer-songwriter pop', 'uk pop']"
Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,Anna Kendrick,2013-01-01,67,"['glam rock', 'mellow gold', 'piano rock', 'rock']"
Pyaar De,Ankit Tiwari,2016-09-13,1,[]
Crazy,Aerosmith,1993-01-01,76,"['pop', 'post-teen pop']"
Qué Más Pues?,J Balvin,2021-05-28,71,"['moroccan pop', 'rif']"
Sacrifice,Elton John,1989-08-29,77,"['neo mellow', 'piano rock', 'pop rock', 'viral pop']"
Give Me Love,Ed Sheeran,2011-09-09,73,"['contemporary country', 'country', 'country road', 'modern country rock']"
Rude Boy,Rihanna,2009-11-20,80,"['banda', 'musica mexicana', 'norteno']"
Let It Go,Demi Lovato,2014-06-02,42,['pop']
Bumbum granada,MC's Zaac,2017-12-01,63,"['arrocha', 'sertanejo', 'sertanejo universitario']"
Décapotable,Zouhair Bahaoui,2018-08-08,59,"['funk carioca', 'funk ostentacao', 'funk pop', 'sertanejo universitario']"
In Case You Didn't Know,Brett Young,2017-02-10,76,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']"
Say Something,A Great Big World,2014-01-20,75,[]
Bem Pior Que Eu - Ao Vivo,Marília Mendonça,2019-02-22,70,"['detroit hip hop', 'hip hop', 'rap']"
No Me Pidas Perdón,Banda MS de Sergio Lizárraga,2014-06-24,73,"['mexican hip hop', 'rap conciencia']"
22,Taylor Swift,2012-10-22,63,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton', 'urbano latino']"
Turutum,MC Kevinho,2016-09-26,37,['latin christian']
"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,2023-01-11,86,"['cubaton', 'reggaeton']"
La Rompe Corazones (Tribute To Daddy Yankee Ft. Ozuna),Brava HitMakers,2017-09-19,3,[]
Amigos Con Derechos,Reik,2019-05-31,74,['pop']
Botella Tras Botella,Gera MX,2021-04-23,80,"['r&b', 'rap']"
No Love,Eminem,2010-06-18,73,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']"
With You,Chris Brown,2007-11-06,76,"['art pop', 'pop']"
bellyache,Billie Eilish,2017-12-22,68,['pop']
Nashe Si Chadh Gayi,Vishal-Shekhar,2016-12-01,75,"['filmi', 'modern bollywood']"
Cradles,Sub Urban,2019-01-04,75,['modern indie pop']
BANG BANG BANG,BIGBANG,2016-12-13,69,"['k-pop', 'k-pop boy group']"
Bobo,J Balvin,2016-06-24,63,"['desi pop', 'modern bollywood']"
"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,2019-12-21,68,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
Baarish Ban Jaana,Payal Dev,2021-06-03,61,"['desi pop', 'filmi', 'modern bollywood']"
Encantadora,Yandel,2015-11-06,70,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
Tremor - Sensation 2014 Anthem,Dimitri Vegas,2014-05-05,47,['belgian edm']
Follow The Leader,Wisin & Yandel,2012-01-01,61,[]
Ya Me Enteré,Reik,2016-06-17,78,"['dance pop', 'miami hip hop', 'pop']"
Eenie Meenie,Sean Kingston,2010-03-23,79,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']"
دانه - حسين الجسمي,MaqamMusic,2023-10-11,17,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton', 'urbano latino']"
Sígueme Y Te Sigo,Daddy Yankee,2015-03-12,68,"['edm', 'pop dance']"
I Love It (& Lil Pump),Kanye West,2018-09-07,74,"['chicago rap', 'hip hop', 'rap']"
More Than You Know,Axwell /\ Ingrosso,2017-07-28,82,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
Como La Flor - Live,Selena,2017-06-23,32,"['mexican pop', 'tejano']"
Te Robaré,Nicky Jam,2019-11-01,69,"['k-pop', 'k-pop boy group']"
LOVE SCENARIO,iKON,2018-01-25,73,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
NO,Meghan Trainor,2017-05-12,78,"['hip pop', 'pop']"
Loco,Enrique Iglesias,2014-07-04,56,"['dance pop', 'latin pop', 'mexican pop']"
Complicated,Avril Lavigne,2002-06-04,82,"['canadian pop', 'candy pop', 'dance pop', 'pop']"
Dear Future Husband,Meghan Trainor,2015-01-09,76,"['hip pop', 'pop']"
As It Was,Harry Styles,2022-05-20,94,['pop']
No Querías Lastimarme,Gloria Trevi,2020-05-15,15,"['latin arena pop', 'latin pop', 'mexican pop']"
Solita,Ozuna,2018-01-19,75,"['arab pop', 'mahraganat']"
Flowers,Miley Cyrus,2023-08-18,93,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
Mahragan Bent El Geran,Hassan Shakosh,2020-01-27,60,['pop']
Heat Waves,Glass Animals,2020-08-07,90,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sad sierreno', 'sierreno']"
Quisiera,CNCO,2016-08-26,59,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
Yo Ya No Vuelvo Contigo - En Vivo,Lenin Ramírez,2019-11-01,75,"['dance pop', 'edm', 'pop', 'pop dance']"
No Money,Galantis,2016-04-01,68,"['boy band', 'latin pop', 'reggaeton', 'urbano latino']"
Ve Maahi,Arijit Singh,2019-03-18,65,"['canadian pop', 'candy pop', 'dance pop', 'pop']"
Girlfriend,Avril Lavigne,2007-04-17,77,"['dance pop', 'pop']"
Toxic - Y2K & Alexander Lewis Remix,Britney Spears,2020-01-31,57,"['filmi', 'modern bollywood']"
a lot,21 Savage,2018-12-24,58,"['atl hip hop', 'hip hop', 'rap']"
Medo Bobo - Ao Vivo,Maiara & Maraisa,2016-03-04,68,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
"Black and Yellow (feat. Juicy J, Snoop Dogg & T-Pain) - G-Mix [G-Mix]",Wiz Khalifa,2021-03-26,59,"['filmi', 'modern bollywood']"
La player (Bandolera),Zion & Lennox,2018-02-23,74,"['reggaeton', 'urbano latino']"
"Pachtaoge (From ""Jaani Ve"")",Arijit Singh,2019-08-23,67,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Circles,Post Malone,2019-09-06,88,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
La Bachata,Manuel Turizo,2023-03-17,85,"['dfw rap', 'melodic rap', 'pop', 'rap']"
Pepas,Farruko,2021-06-24,82,"['reggaeton', 'trap latino', 'urbano latino']"
P.I.M.P. - Snoop Dogg Remix,50 Cent,2003-02-06,65,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
Loca (feat. El Cata),Shakira,2010-10-19,70,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
La boda (feat. O'Neill & Kendo),Cosculluela,2016-03-15,61,"['colombian pop', 'dance pop', 'latin pop', 'pop']"
Fight Song,Rachel Platten,2016-01-01,78,"['post-teen pop', 'viral pop']"
Wannabe,Spice Girls,1996-01-01,83,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']"
Sobredosis (feat. Ozuna),Romeo Santos,2017-07-21,77,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']"
Imitadora,Romeo Santos,2017-07-21,79,"['dance pop', 'girl group', 'pop']"
LA NOCHE DE ANOCHE,Bad Bunny,2020-11-27,80,"['edm', 'pop', 'pop dance', 'tropical house']"
It Ain't Me (with Selena Gomez),Kygo,2017-02-16,80,['romanian pop']
Bilionera,Otilia,2017,59,"['reggaeton', 'trap latino', 'urbano latino']"
La Mejor Versión de Mi - Remix,NATTI NATASHA,2019-10-04,75,"['latin pop', 'rap latina', 'reggaeton', 'urbano latino']"
"She Don't Know (From ""Blessed"")",Millind Gaba,2019-01-09,61,"['latin arena pop', 'latin pop', 'spanish pop']"
Hasta Que Te Conocí - En Vivo [Desde el Instituto Nacional de Bellas Artes],Juan Gabriel,2014-06-10,51,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']"
Baarish Ki Jaaye,B Praak,2021-03-27,61,"['desi pop', 'filmi', 'modern bollywood', 'punjabi pop']"
Solamente tú,Pablo Alborán,2011-02-01,73,"['desi pop', 'filmi', 'punjabi pop']"
Enter Sandman,Metallica,1991-08-12,83,"['cancion melodica', 'latin pop', 'mariachi', 'musica mexicana', 'ranchera']"
Traicionera,Sebastian Yatra,2018-05-18,76,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
Cheez Badi,Mahi Biswas,2023-01-05,11,['karaoke']
A Flor E O Beija Flor (Made Popular By Henrique E Juliano E Marilia Mendonça) [Karaoke Version],Party Tyme Karaoke,2022-01-31,3,[]
Ishare Tere,Guru Randhawa,2018-07-25,55,"['filmi', 'modern bollywood']"
Ramuloo Ramulaa,Anurag Kulkarni,2020-01-06,57,['haryanvi pop']
Wish,Diler Kharkiya,2020-11-20,57,['tollywood']
Cuando Nadie Ve,Morat,2018-10-25,81,"['colombian pop', 'latin viral pop']"
Let It Go,Demi Lovato,2014-06-02,42,"['emo rap', 'miami hip hop', 'rap']"
Jocelyn Flores,XXXTENTACION,2017-08-25,85,"['pop', 'post-teen pop']"
Deixe-Me Ir - Remix,1Kilo,2018-03-19,7,['pop rap brasileiro']
un x100to,Grupo Frontera,2023-04-17,87,['musica chihuahuense']
We Belong Together,Mariah Carey,2005,76,[]
Fanática Sensual - Remix,Fran Garro,2023-11-15,20,[]
The Time (Dirty Bit) - Black Eyed Peas Tribute Mix,The Great Pop Crew,2006-12-13,0,"['dance pop', 'pop', 'urban contemporary']"
Taaron Ke Shehar,Neha Kakkar,2020-09-20,69,"['khaliji', 'shaabi']"
What I've Done,Linkin Park,2007-05-14,84,"['filmi', 'modern bollywood']"
بالبنط العريض,Hussain Aljassmi,2023-06-19,15,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']"
#SELFIE,The Chainsmokers,2014-01-01,64,['pop']
Pushpa On Fire,Devi Sri Prasad,2023-05-26,30,['tollywood']
Hua Hain Aaj Pehli Baar,Amaal Mallik,2016-01-04,65,"['filmi', 'modern bollywood']"
"Made In India (From ""Made In India"")",Guru Randhawa,2019-03-02,51,"['filmi', 'modern bollywood']"
Puntos Suspensivos,Piso 21,2018-05-11,81,"['k-pop', 'k-pop girl group']"
BBoom BBoom,MOMOLAND,2018-01-03,68,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
Besos En Guerra,Morat,2018-10-25,80,['afrobeats']
HIGHEST IN THE ROOM,Travis Scott,2019-10-04,85,"['colombian pop', 'latin viral pop']"
"O Saki Saki (From ""Batla House"")",Neha Kakkar,2019-07-15,67,"['filmi', 'modern bollywood']"
Envolver,Anitta,2021-11-11,75,"['hip hop', 'rap', 'slap house']"
Am I Wrong,Nico & Vinz,2014,80,"['k-pop', 'k-pop boy group', 'pop']"
Permission to Dance,BTS,2021-07-23,77,"['adoracao', 'brazilian gospel']"
Lugar Secreto,Gabriela Rocha,2023-03-22,10,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']"
Fix You,Coldplay,2005-06-07,86,"['permanent wave', 'pop']"
Kaun Hain Voh,Kailash Kher,2018-09-12,13,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']"
Apologize,Timbaland,2007-04-02,74,"['filmi', 'indian folk', 'modern bollywood', 'sufi']"
Deja vu,Prince Royce,2017-05-26,64,"['dance pop', 'pop', 'pop rap']"
"Srivalli (From ""Pushpa The Rise Part - 01"")",Javed Ali,2021-12-14,68,"['desi pop', 'filmi', 'modern bollywood']"
Miénteme,TINI,2021-04-29,75,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
Wild Ones (feat. Sia),Flo Rida,2012-06-22,82,"['latin pop', 'latin viral pop', 'pop argentino']"
"Me, Myself & I",G-Eazy,2015-12-04,79,[]
Likey,TWICE,2017-10-30,69,"['k-pop', 'k-pop girl group', 'pop']"
Sanam Re,King Reynold,2023-07-08,18,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
Be the One,Dua Lipa,2015-10-30,70,"['filmi', 'hindi hip hop', 'modern bollywood']"
Ocean,KAROL G,2019-05-03,75,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
Infiel - Ao Vivo,Marília Mendonça,2016-03-04,67,"['arrocha', 'sertanejo', 'sertanejo universitario']"
Blue Eyes,Yo Yo Honey Singh,2013-11-08,75,"['dance pop', 'pop', 'uk pop']"
"No Limit REMIX (feat. A$AP Rocky, French Montana, Juicy J & Belly)",G-Eazy,2017-12-13,56,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
Feelings,Sumit Goswami,2020-07-07,62,['haryanvi pop']
The Duck Song,The Duck,2020-11-30,58,[]
Murder on My Mind,YNW Melly,2018-08-03,81,"['melodic rap', 'rap']"
Sorry For Party Rocking,LMFAO,2011-01-01,59,"['dance pop', 'pop', 'pop rap']"
Another One Bites The Dust,Queen,2018-10-19,63,"['latin alternative', 'latin rock', 'rock en espanol']"
FANCY,TWICE,2019-04-22,75,"['k-pop', 'k-pop girl group', 'pop']"
Brillas,León Larregui,2012-01-01,78,"['classic rock', 'glam rock', 'rock']"
Mi Vecinita,Plan B,2014-09-09,70,"['reggaeton', 'trap latino', 'urbano latino']"
Amando Sem Parar - Live,Matheus & Kauan,2015-08-14,49,"['australian rock', 'hard rock', 'rock']"
Mi Princesa,Remmy Valenzuela,2015-10-06,74,"['agronejo', 'arrocha', 'pop nacional', 'sertanejo', 'sertanejo universitario']"
"Highway to Hell - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",AC/DC,2012-11-19,52,"['arrocha', 'forro']"
Cê Tá Preparada - Ao Vivo,Tayrone,2022-01-26,4,"['reggaeton', 'trap latino', 'urbano latino']"
Yo Perreo Sola,Bad Bunny,2020-02-29,76,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']"
Seven Nation Army,The White Stripes,2003-04-01,86,"['desi pop', 'filmi', 'punjabi pop']"
Runaway,AURORA,2016-03-11,79,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']"
Another Love - Zwette Edit,Tom Odell,2013-09-27,66,['chill pop']
Naah,Harrdy Sandhu,2017-11-30,65,"['art pop', 'norwegian pop']"
Sakhiyaan,Maninder Buttar,2018-10-21,73,"['detroit hip hop', 'hip hop', 'rap']"
Make It Bun Dem,Skrillex,2012-05-01,68,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']"
Good Feeling,Flo Rida,2012-06-22,80,"['desi hip hop', 'desi pop', 'punjabi pop']"
Ella Y Yo - Featuring Don Omar,Aventura,2005-04-26,82,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
Godzilla (feat. Juice WRLD),Eminem,2020-12-18,55,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']"
Look At Me!,XXXTENTACION,2017-02-20,83,"['emo rap', 'miami hip hop', 'rap']"
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,2022-07-06,89,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']"
Backbone,Harrdy Sandhu,2017-01-06,68,"['desi pop', 'filmi', 'punjabi pop']"
Better Now,Post Malone,2018-04-27,83,"['dance pop', 'latin pop', 'mexican pop']"
Ya Te Olvidé,Yuridia,2011-12-13,75,"['latin arena pop', 'latin pop', 'mexican pop']"
Bailando - Spanish Version,Enrique Iglesias,2014-07-04,69,"['dfw rap', 'melodic rap', 'pop', 'rap']"
Dheere Dheere Se Meri Zindagi Main Aana,Fakhar Anjum,2023-07-06,10,[]
Qué Agonía,Yuridia,2022-10-20,74,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']"
Need You Now,Lady A,2010-01-01,76,['pop dance']
Lifestyle,Rich Gang,2014-06-05,69,"['latin arena pop', 'latin pop', 'mexican pop']"
Bapu Zimidar,Jassie Gill,2016-06-17,45,"['desi pop', 'punjabi pop']"
Waves [feat. Chris Brown & T.I.] - Robin Schulz Remix,Mr. Probz,2014-11-13,53,[]
Natural,Imagine Dragons,2018-11-09,83,"['reggaeton', 'trap latino', 'urbano latino']"
You & I,One Direction,2013-11-25,78,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi,2022-05-20,79,"['boy band', 'pop', 'post-teen pop', 'talent show']"
Si Tu Lo Dejas,Rvssian,2017-08-03,67,"['modern rock', 'pop', 'rock']"
Mask Off,Future,2017-06-30,83,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
7/11,Beyoncé,2014-11-24,71,"['pop', 'r&b']"
Young And Beautiful,Lana Del Rey,2013-01-01,87,"['art pop', 'pop']"
Tonta,R.K.M & Ken-Y,2018-02-09,58,['reggaeton']
Kamariya,Lijo George,2018-08-30,63,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
Jeene Laga Hoon,Atif Aslam,2013-07-19,69,['modern bollywood']
Lips Are Movin,Meghan Trainor,2015-01-09,71,"['hip pop', 'pop']"
Love Shot,EXO,2018-12-13,75,['punjabi pop']
Tu Falta De Querer - En Vivo,Mon Laferte,2016-03-18,56,"['k-pop', 'k-pop boy group']"
Laundiya London Se Layenge,Ritesh Pandey,2020-12-28,60,['latin alternative']
Mere Wala Sardar,Jugraj Sandhu,2018-09-16,61,['bhojpuri pop']
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,1998-06-23,75,"['album rock', 'classic rock', 'hard rock', 'rock']"
Born To Die,Lana Del Rey,2012-01-01,78,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']"
Aullando,Wisin & Yandel,2018-12-14,71,"['pop', 'r&b']"
Raate Diya Buta Ke Piya Kya Kya Kiya,Pawan Singh,2017-03-13,52,['bhojpuri pop']
Freestyle,Lil Baby,2017-12-01,85,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
Galway Girl,Ed Sheeran,2017-03-03,81,"['french hip hop', 'french pop', 'r&b francais', 'rap conscient']"
If I Were a Boy,Beyoncé,2008,71,"['pop', 'singer-songwriter pop', 'uk pop']"
Fantasias,Rauw Alejandro,2019-08-29,76,"['bolobedu house', 'south african house']"
Hola Señorita,GIMS,2019-04-26,64,"['atl hip hop', 'atl trap', 'rap', 'trap']"
Mientes,Camila,2010-02-09,79,"['brostep', 'edm', 'pop', 'progressive electro house']"
Stars,Marshmello,2018-06-22,58,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
Jerusalema (feat. Nomcebo Zikode),Master KG,2020-01-24,73,"['art pop', 'pop']"
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,2014-01-27,58,"['latin arena pop', 'latin pop']"
Stereo Love,Edward Maya,2009-07-07,67,"['romanian house', 'romanian pop']"
Te Felicito,Shakira,2022-04-21,81,"['dance pop', 'pop', 'post-teen pop']"
Nuki Nuki (The Nuki Song),Gummibär,2010-03-09,39,"['colombian pop', 'dance pop', 'latin pop', 'pop']"
Do It Again,Pia Mia,2015-05-04,73,['cartoon']
Into the Unknown,Idina Menzel,2019-11-15,75,"['classic rock', 'glam rock', 'rock']"
Break My Heart,Dua Lipa,2020-03-27,80,"['broadway', 'hollywood', 'movie tunes', 'show tunes']"
I Get the Bag (feat. Migos),Gucci Mane,2017-10-13,74,"['dance pop', 'pop', 'uk pop']"
We Will Rock You - Remastered 2011,Queen,1977-10-28,80,"['disco', 'mellow gold', 'soft rock']"
Ella Quiere Beber - Remix,Anuel AA,2018-11-02,79,"['french hip hop', 'french pop', 'r&b francais', 'rap conscient']"
I Don't Care (with Justin Bieber),Ed Sheeran,2019-05-10,78,"['pop', 'singer-songwriter pop', 'uk pop']"
How Deep Is Your Love,Bee Gees,1979-01-01,80,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Bella,GIMS,2013-12-02,65,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
Dance Again (feat. Pitbull),Jennifer Lopez,2012-07-24,69,['movie tunes']
ON,BTS,2020-02-21,72,"['k-pop', 'k-pop boy group', 'pop']"
Asesina,Brytiago,2018-05-01,75,"['k-pop', 'k-pop boy group', 'pop']"
"Shiny - From ""Moana""/Soundtrack Version",Jemaine Clement,2021-05-28,59,['lgbtq+ hip hop']
Don't Matter,Akon,2006-01-01,76,['dance pop']
Not Today,BTS,2017-02-13,69,['latin christian']
New Divide (Originally Performed By Linkin Park) - Tribute Version,New Tribute Kings,2009,0,"['j-pixie', 'japanese electropop']"
打上花火,Daoko,2017-08-16,62,"['latin arena pop', 'latin pop', 'mariachi', 'mexican pop', 'musica mexicana', 'ranchera']"
Sapés comme jamais (feat. Niska) - Pilule bleue,GIMS,2015-08-28,39,"['desi pop', 'punjabi pop']"
Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Lil Nas X,2019-07-24,63,['musica infantil']
Iglesia,Lilly Goodman,2005-01-19,31,['nhac thieu nhi']
Promiscuous,Nelly Furtado,2006-01-01,86,['pop']
BANG BANG BANG,BIGBANG,2016-12-13,69,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']"
Hoy Tengo Ganas De Ti,Alejandro Fernández,2020-02-28,21,"['banda', 'musica mexicana', 'norteno']"
Illegal Weapon 2.0,Jasmine Sandlas,2020-02-13,69,"['french hip hop', 'french pop', 'r&b francais', 'rap conscient']"
