spotify_id,song_name,artist_name,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0TAmnCzOtqRfvA38DDLTjj,Little Things,One Direction,76,219040,0.709,0.22,7,-11.856,1,0.0327,0.811,0.0,0.175,0.53,110.076,4
16v1xv9QCx1kGXl6fJvTIz,Era uma Vez,Kell Smith,62,224000,0.663,0.458,3,-6.757,1,0.0311,0.454,0.0,0.134,0.158,94.728,4
33zcmmElV1YbRZe57biUjg,Celoso,Lele Pons,67,179693,0.746,0.703,4,-4.179,0,0.107,0.352,0.0,0.331,0.667,166.043,4
7E6knQgEAcU0nIjQJuwrIv,Genie,YoungBoy Never Broke Again,66,194792,0.598,0.605,7,-4.92,0,0.452,0.286,0.0,0.0875,0.513,159.517,4
3jjujdWJ72nww5eGnfs2E7,Adore You,Harry Styles,85,207133,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,4
4J07duvpPovi8pPMKcJYTe,महामृत्युंजय मंत्र 108 times,Sameer Vijaykumar,0,2548912,0.633,0.35,8,-12.405,0,0.032,0.391,0.000135,0.161,0.676,175.936,4
0Za4fscwHmyjVilqOgtmlk,El Listón de Tu Pelo - En Vivo Concierto Sinfónico Cumbia Fuzión By Fuze Tea,Los Ángeles Azules,53,266920,0.324,0.779,2,-5.281,1,0.0361,0.173,0.00277,0.678,0.554,81.842,4
2qI4bGMtuR1A6tnilQOigY,Victoire,Marwa Loud,23,169573,0.86,0.718,10,-5.338,1,0.0791,0.265,0.0,0.309,0.638,97.004,4
7yjduLSgPntFlq79Cuzrfz,Eu Tenho Medo,Zé Vaqueiro,64,216836,0.597,0.895,4,-2.117,0,0.0384,0.623,0.0,0.2,0.384,150.003,4
57BrRMwf9LrcmuOsyGilwr,Crawling,Linkin Park,81,208960,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,4
7BMO7O7ImjV8HNTH74Tshv,Cleanin' Out My Closet,Eminem,76,297840,0.908,0.758,9,-4.753,0,0.174,0.0687,0.0,0.0783,0.87,148.015,4
26OVhEqFDQH0Ij77QtmGP9,YES or YES,TWICE,69,237680,0.702,0.913,11,-2.977,1,0.0374,0.0514,3.72e-06,0.166,0.735,137.981,4
2SpfMQ5TuKsMj1trNwrLVA,El Anillo,Jennifer Lopez,57,176816,0.87,0.691,2,-4.11,0,0.18,0.0248,0.0,0.0861,0.469,130.056,4
0k2GOhqsrxDTAbFFSdNJjT,Temperature,Sean Paul,83,218573,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,4
5GKwq4sO5ZHKuWaDmdwMQc,Bad Boy,Red Velvet,74,210818,0.714,0.736,2,-3.801,1,0.0457,0.191,0.0,0.0553,0.814,149.985,4
1KGi9sZVMeszgZOWivFpxs,No Scrubs,TLC,83,214400,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,4
3pndPhlQWjuSoXhcIIdBjv,What They Want,Russ,76,165853,0.71,0.404,1,-10.04,0,0.379,0.484,0.0,0.0953,0.398,139.553,4
7gAyu0od48mkaCw1laPKVC,Naagin,Vayu,62,157000,0.807,0.5,9,-10.361,1,0.0581,0.0335,8.73e-06,0.0967,0.243,97.09,4
2NOVGPOYR9H4hMxGRFZH9f,Tum Jo Aaye & Tere Bin Nahin Lagda,Rahat Fateh Ali Khan,55,214994,0.464,0.536,9,-9.311,1,0.0532,0.421,2.45e-05,0.173,0.581,80.194,4
2MRJ3Oqb5yAONPvQyoWnQ9,Can't Help Falling In Love - with The Royal Philharmonic Orchestra,Elvis Presley,55,198600,0.0899,0.444,2,-9.748,1,0.0375,0.87,0.00548,0.192,0.136,67.232,4
2IA8cFA46DkjgbsRG7kKbp,Baby,Amenazzy,63,235973,0.7,0.71,11,-4.835,1,0.0532,0.327,0.0,0.129,0.582,167.971,4
4bJygwUKrRgq1stlNXcgMg,All The Things She Said,t.A.T.u.,78,214440,0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,4
5OCJzvD7sykQEKHH7qAC3C,God is a woman,Ariana Grande,79,197547,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,4
6T27IN7Ai94BeDv6PPCmoC,Turn Me On (feat. Nicki Minaj),David Guetta,67,199680,0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96,4
2y6Ty2NPAsP84XJAtzLxuk,Chicken Noodle Soup (feat. Becky G),j-hope,67,235497,0.827,0.817,2,-4.081,1,0.0953,0.00496,1.19e-05,0.294,0.167,97.008,4
1JpzJfxjHGFUyTHXLZidok,Monastery,Ryan Castro,78,189333,0.811,0.5,5,-6.717,0,0.0976,0.104,0.0,0.372,0.789,178.017,4
4ziiAuFyXiY1HNSLGM1xv8,DOLLAR,Becky G,58,203486,0.862,0.5,2,-6.875,1,0.276,0.232,0.0,0.657,0.697,76.992,4
6dmjHRIprOaIeDOk65RNdI,Fíjate Que Sí,Edwin Luna y La Trakalosa de Monterrey,70,204587,0.51,0.434,4,-4.455,1,0.0358,0.384,0.0,0.104,0.598,114.675,3
5cY8y2XgOfkAh4kSWLFKkz,I Write Sins Not Tragedies,Panic! At The Disco,73,185587,0.566,0.815,9,-4.481,0,0.14,0.0737,0.0,0.12,0.672,169.961,4
3kUq4sBcmxhnOtNysZ9yrp,Feliz Cumpleaños Ferxxo,Feid,74,156400,0.87,0.55,5,-5.537,1,0.0722,0.102,0.0,0.293,0.566,95.019,4
0rUL7vUZmCKxB0gS83W3aM,Apaixonadinha - Ao Vivo,Marília Mendonça,66,180921,0.663,0.771,0,-4.665,1,0.206,0.216,0.0,0.713,0.778,166.026,4
5eADwUCxvyIQyDOBMsokMF,Where You Are,Christopher Jackson,61,210320,0.707,0.656,4,-9.279,1,0.173,0.743,0.0,0.172,0.748,118.037,4
0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,Joji,84,209274,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,4
0hz7diuHjjz85gVsnSRlmr,"Jeeta Tha Jiske Liye (From ""Dilwale"")",Kumar Sanu,3,458493,0.455,0.667,1,-10.913,0,0.0314,0.759,0.000236,0.114,0.841,146.066,3
1JBAMqC1hRrsF4hyE2uSBD,Só Quer Vrau - Remix,Chris Leão,7,177143,0.94,0.819,2,-7.314,1,0.053,0.0959,0.000104,0.0602,0.71,125.997,4
6sxptembJVty4sNtcPMAVz,Man! I Feel Like A Woman!,Shania Twain,74,234493,0.657,0.639,10,-7.527,1,0.0412,0.581,0.0,0.278,0.674,124.882,4
25ZAibhr3bdlMCLmubZDVt,QUE PRETENDES,J Balvin,80,222347,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,4
3szxldqiYs7nkvtmooRod8,Oo Antava Oo Oo Antava,Indravathi Chauhan,64,223326,0.925,0.739,5,-6.724,0,0.104,0.34,0.0733,0.366,0.508,127.97,4
7AQim7LbvFVZJE3O8TYgf2,Fuck Love,XXXTENTACION,85,146520,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,4
3tc8Z4lGzOIwmIVftsxO6o,Graveto - Ao Vivo,Marília Mendonça,72,170877,0.714,0.632,9,-5.1,1,0.0312,0.292,0.0,0.812,0.402,93.052,4
61mWefnWQOLf90gepjOCb3,Duality,Slipknot,82,252613,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,4
73BpzXbQ2wdMayh1urk3p5,Ser Al Hayat,Aseel Hameem,44,211915,0.512,0.607,5,-7.591,0,0.0656,0.535,0.000356,0.318,0.926,138.961,3
2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,88,160133,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,4
4jGzR5Vri06Y5T9SxM7m5P,Algo Mais (Amante) - Ao Vivo,Xand Avião,62,231680,0.697,0.844,9,-3.076,1,0.0575,0.285,0.0,0.753,0.665,139.993,4
3Jf7yOgheeCMN3mpCqSgaL,Tumbalatum,MC Kevinho,63,123018,0.969,0.752,5,-1.665,1,0.271,0.59,4.33e-06,0.0608,0.872,130.038,4
4X3CV9rXo3hQrkb0fzRAux,Egoísta,Ozuna,60,247973,0.666,0.784,8,-4.524,1,0.0342,0.152,3.33e-06,0.0793,0.477,91.999,4
5YH1A3YttSay4lgAR75tk3,Reggaetón Lento (Remix),CNCO,55,188787,0.624,0.909,4,-3.079,0,0.0745,0.158,0.0,0.0972,0.65,93.982,4
5oPcQjaNQjqCW7CV4SjDDt,A Maior Saudade / Como É Que A Gente Fica - Ao Vivo Em Nova Iorque / 2022,Henrique & Juliano,53,212851,0.3,0.689,11,-4.873,1,0.04,0.451,0.0,0.936,0.359,111.219,4
6Zp8T8QuT8XK1gPPs68zRz,Laembadgini,Diljit Dosanjh,45,186313,0.755,0.839,5,-2.26,0,0.129,0.294,1.49e-05,0.107,0.592,82.041,4
3nqqDo8CcCLke3ZoTgiOKf,The Man Who Can't Be Moved,The Script,77,241373,0.605,0.629,10,-5.051,1,0.0279,0.437,0.0,0.097,0.308,99.894,4
7wyBHQWBpLJAPczbzcZ8PU,Broken Angel (feat. Helena),Arash,64,191133,0.654,0.802,3,-3.836,0,0.0251,0.232,1.8e-06,0.0882,0.79,111.083,4
6sOrXm9TFCdtFUFC3jDMRg,Frases Tão Duidas / Diz Pra Mim (Just Give Me a Reason) / Abre o Portão Que Eu Cheguei - Ao Vivo,Gusttavo Lima,52,238717,0.472,0.677,0,-5.199,1,0.0359,0.548,0.0,0.293,0.443,94.438,4
2AWDDDp0vqPBnPhdgcZaD6,Roundtable Rival,Lindsey Stirling,57,203280,0.49,0.874,0,-3.814,1,0.0669,0.00303,0.14,0.427,0.62,128.035,4
1AdYZ6X00nXmO613Y7GJOl,I Miss You,blink-182,73,227250,0.423,0.714,11,-8.295,1,0.045,0.00113,6.28e-06,0.0855,0.593,110.017,4
1gG5MoWK5SmHUcQPa2jxdP,Touch,Little Mix,67,213307,0.606,0.718,4,-4.094,1,0.0978,0.032,0.0,0.402,0.551,101.821,4
3YT6mjbJ2VL7wBI95LDzNR,Yo Te Esperaba - Primera Fila [En Vivo],Alejandra Guzman,60,224867,0.453,0.482,2,-6.337,1,0.0484,0.72,0.0,0.734,0.37,140.324,4
05rJdH2MRLJ3sQoEUO78qs,Paradinha,Anitta,56,141317,0.695,0.775,11,-5.041,0,0.0887,0.0117,0.191,0.0702,0.869,180.054,4
6HU7h9RYOaPRFeh0R3UeAr,deja vu,Olivia Rodrigo,88,215507,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,4
4gyPGtExOjj1rsByKW33LR,Paagal,Badshah,59,169907,0.687,0.854,11,-5.368,0,0.308,0.0619,0.000645,0.147,0.721,214.016,4
0kTsX5yfHhdg4nK7t4pbzz,Un Frisian Llamado El Centenario - En Vivo,Lenin Ramírez,45,270319,0.714,0.563,7,-3.765,1,0.0796,0.432,0.0,0.31,0.467,107.534,4
12afGworQ5MJaw8M8hBd9b,Yaar Beli,Guri,61,211796,0.612,0.853,5,-3.585,0,0.0704,0.00522,0.0,0.422,0.566,166.884,4
3DQisSEr1TLp9H0BEeKiQS,Uncover,Zara Larsson,67,213543,0.556,0.529,2,-4.464,1,0.025,0.4,0.0,0.268,0.308,89.887,4
7fqjqOu4HKTN2yP6aV8lpQ,DDU-DU DDU-DU - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,BLACKPINK,43,207013,0.579,0.937,4,-4.719,0,0.119,0.0496,1.64e-06,0.356,0.422,139.943,4
78SeXVRJ7KCqVmOwTiFjnI,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,70,171215,0.65,0.655,1,-3.71,0,0.405,0.25,0.0,0.0691,0.735,94.059,4
79mdw3IznNCFsF7R9O2KGz,Dejaría Todo,Chayanne,74,284467,0.631,0.751,8,-6.457,1,0.0284,0.449,0.0,0.286,0.685,143.924,4
7FYH5AW3bVfZHJIQpq3UOA,I Don't Fuck With You,Big Sean,77,284387,0.824,0.733,1,-5.474,1,0.0613,0.0362,0.0,0.325,0.395,97.972,4
03OoXcz5TPOCyU6RTR1bgk,Dari Ya Alby,Hamza Namira,57,270238,0.503,0.477,8,-13.175,0,0.0752,0.896,7.91e-05,0.109,0.768,78.038,4
27xFMBWh15wyYGGAVrEMuK,"Mi Mala (feat. Becky G, Leslie Grace & Lali) - Remix",Mau y Ricky,60,255092,0.75,0.619,5,-5.777,0,0.212,0.0184,0.0,0.13,0.78,172.002,4
14JOxJDf2bKZqZfNgovhv8,El Condor Pasa,Leo Rojas,57,216067,0.485,0.703,9,-6.631,0,0.035,0.168,0.00371,0.942,0.41,80.982,4
7165YDcOpr9yEypbdpU6fa,Look Alive (feat. Drake),BlocBoy JB,60,181263,0.922,0.581,10,-7.495,1,0.269,0.00104,5.91e-05,0.105,0.595,140.022,4
56zZ48jdyY2oDXHVnwg5Di,Tum Hi Ho,Arijit Singh,76,261974,0.528,0.449,5,-6.25,0,0.025,0.785,0.0,0.122,0.317,94.058,4
2g01YW6oOqqzUfb4iOsBNt,Mi Niña Mujer,Los Ángeles Azules,68,194147,0.483,0.629,7,-4.396,1,0.0338,0.405,0.0,0.0617,0.812,85.957,4
3KliPMvk1EvFZu9cvkj8p1,Work Bitch,Britney Spears,71,247960,0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01,4
3cR5ZtQ4JqGj4VHBb1gvFf,Hey DJ - Remix,CNCO,60,189363,0.564,0.89,5,-4.286,1,0.107,0.0918,0.0,0.0819,0.636,180.112,4
3TcL0dyCMyr0kyTTc4NLgI,Who Says,Selena Gomez & The Scene,78,195613,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,4
2vEnwzu1HOQqAAiPHnCbDo,Arlequina (Made Popular By MC Bella) [Karaoke Version],Party Tyme Karaoke,0,187493,0.939,0.544,5,-7.871,1,0.223,0.0101,0.865,0.0867,0.154,132.046,4
3wKKkGVn7cVSfgPeYYIiXG,Kiss Kiss (feat. T-Pain),Chris Brown,74,250667,0.729,0.658,10,-3.386,0,0.225,0.0506,0.0,0.0693,0.551,140.043,3
6qqd7DGn2VXzxsR4k3Ycun,Fantasias - Unplugged,Rauw Alejandro,58,200594,0.714,0.528,0,-5.219,1,0.0381,0.698,0.0,0.12,0.538,91.952,4
4MdifWtRdG2iHCMSzbA7nA,Troféu do Ano,Jerry Smith,58,189104,0.88,0.621,7,-2.234,1,0.135,0.137,0.0,0.0644,0.835,160.03,4
5zPjDeLWRl1K35JD9Jy1g8,Tera Ban Jaunga - Deep House Mix,Akhil Sachdeva,4,244262,0.719,0.723,11,-6.525,1,0.0359,0.0557,0.00248,0.0599,0.59,118.012,4
4iuNZTcvT9diFySSzVsnVS,When I See U,Fantasia,74,217347,0.569,0.596,8,-6.486,1,0.172,0.452,7.92e-05,0.205,0.754,93.135,4
3krzcyMKlRXjVkJFZqMN4t,Chica Paranormal,Paulo Londra,72,221084,0.86,0.61,6,-5.93,0,0.0819,0.0605,0.0,0.0774,0.699,139.948,4
4PVm8e67skz8B8wiJP2kwk,New Thang,Redfoo,59,226800,0.743,0.841,0,-5.189,1,0.0391,0.0156,0.0,0.133,0.814,100.003,4
67XyC1GdSkKb9sbRRkUDXS,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,72,176632,0.894,0.511,2,-4.768,1,0.42,0.0251,0.0,0.14,0.568,120.08,4
2jB9QaPJyVdz2Q0Va8rrnU,I Got You,Bebe Rexha,63,191787,0.606,0.887,9,-4.782,0,0.052,0.0498,3.47e-06,0.0958,0.349,97.972,4
5Z3mwRH6IJ79ZSSQJKdQJ8,Pani Di Gal - Remix,Maninder Buttar,19,169857,0.743,0.79,8,-4.238,1,0.0372,0.0585,2.51e-05,0.0631,0.569,105.01,4
0XPsOSYzDJZJArevQNm2AR,Speechless (Full),Naomi Scott,71,208801,0.474,0.489,6,-7.625,0,0.0342,0.467,0.0,0.119,0.23,124.844,4
38aECKrbMv2F5FsYYCewCQ,No Mediocre (feat. Iggy Azalea),T.I.,54,201600,0.78,0.45,1,-9.539,1,0.0465,0.0826,0.0,0.0809,0.178,95.486,4
6ds9Ind2bGNyb7kaHLpWEU,Briga Feia / Mais Amor E Menos Drama - Ao Vivo Em Nova Iorque / 2022,Henrique & Juliano,65,251774,0.296,0.905,6,-3.933,1,0.0761,0.14,0.0,0.924,0.472,171.107,4
0jwcya9bQx7IHndcRwmazF,สิมาฮักหยังตอนนี้,Tai Orathai,46,286316,0.749,0.289,11,-9.583,1,0.0345,0.926,7.84e-06,0.369,0.324,113.996,4
5TwTOtgQz3kBzu9VzpEUT8,Dushman Na Kare Dost Ne Wo Kaam Kiya Hai,Lata Mangeshkar,44,363573,0.536,0.609,7,-7.107,0,0.0478,0.613,0.0,0.084,0.693,133.926,3
6gxKUmycQX7uyMwJcweFjp,We Paid (feat. 42 Dugg),Lil Baby,76,181929,0.926,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14,4
0mBP9X2gPCuapvpZ7TGDk3,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,78,154487,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4
1J9vyEntJ79CppvgUxJs75,Zaalima,Arijit Singh,45,299333,0.487,0.898,9,-3.791,1,0.172,0.309,0.0,0.0886,0.65,88.349,4
51wkApQ7le2JWcFGLz84mr,Turn Up The Speakers,AFROJACK,44,343130,0.751,0.895,5,-6.0,1,0.0575,0.0214,0.92,0.386,0.279,128.01,4
2nPYWC7Jtd3gsd1iMQT3Vs,Pesadão,IZA,62,199200,0.741,0.786,11,-3.933,1,0.227,0.19,0.0,0.393,0.776,75.014,4
4L44GOwDyPAwF2oCabqxyC,Esclava de una Obesión,Alfredo Escudero,24,367936,0.521,0.919,11,-1.79,0,0.0802,0.44,5.43e-06,0.149,0.927,95.853,4
7ovUcF5uHTBRzUpB6ZOmvt,アイドル,YOASOBI,82,213234,0.574,0.935,1,-2.783,1,0.0926,0.112,1.07e-06,0.367,0.836,166.008,4
12fAh75wd7qDk7FrMhV2q4,Guiding Light,Paul van Dyk,38,242000,0.492,0.858,3,-6.484,1,0.0373,0.000234,0.664,0.119,0.0943,138.022,4
4OwhwvKESFtuu06dTgct7i,Tiroteo - Remix,Marc Seguí,83,321556,0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427,4
4PKW8JfJXEmmcyuOr9catI,Vas A Llorar Por Mí,Banda El Recodo,37,209893,0.619,0.437,0,-3.76,1,0.0327,0.544,0.0,0.0929,0.844,83.982,4
0BCy325UZyR9z0t0uxwn2N,H.O.L.Y.,Florida Georgia Line,69,194187,0.523,0.666,7,-4.081,0,0.0327,0.401,0.0,0.0728,0.564,78.077,4
4UKCKdYiLN6IMA5ZESUTL7,the remedy for a broken heart (why am I so in love),XXXTENTACION,78,160184,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,4
7iu0WYLdo4yksKf3seaxzI,Hate That I Love You,Rihanna,74,218947,0.637,0.73,5,-5.38,0,0.0874,0.323,0.0,0.0981,0.732,93.867,4
1kCewNSs909Xj1naXr36X8,Amor Prohibido,Selena,74,172627,0.681,0.504,7,-11.099,1,0.0284,0.669,0.0,0.142,0.705,89.994,4
7BuSE9uTIw931wtZYzvZcQ,Runaway,Sebastian Yatra,60,200693,0.756,0.851,2,-3.33,1,0.0674,0.0336,0.0,0.126,0.934,75.014,4
6AENBD8I0mDGglFqrRZGu7,Canudinho - Ao Vivo,Gusttavo Lima,87,124512,0.706,0.866,4,-3.337,1,0.075,0.242,0.0,0.381,0.91,166.985,4
46eu3SBuFCXWsPT39Yg3tJ,Don't Stop 'Til You Get Enough,Michael Jackson,77,365467,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,4
3CYH422oy1cZNoo0GTG1TK,Psycho,Red Velvet,77,210560,0.664,0.666,8,-2.203,1,0.0446,0.193,0.0,0.0854,0.405,139.987,4
6Becybd5TsDaxOiP9YzGf9,Mind (feat. Kai) - Ekali & Gravez Remix,Skrillex,36,255849,0.557,0.722,6,-5.754,0,0.0737,0.0545,2.29e-06,0.077,0.159,106.046,4
2SN54RFfaafTk7TE1n1Na4,Tareefan,QARAN,28,186122,0.829,0.655,5,-6.26,0,0.0681,0.0942,5.14e-06,0.2,0.335,98.012,4
5Jt4zdXTd9y1zxihiNYQI1,Obsesionado,Farruko,64,211813,0.696,0.876,11,-4.104,0,0.0801,0.0506,0.0,0.0687,0.669,169.027,4
4G92yYrUs0cvY7G41YRI0z,Jealous,Labrinth,77,287693,0.439,0.153,1,-8.95,1,0.0479,0.874,0.0,0.107,0.104,116.76,3
03f28Kmu5AlIdKAfEJiI8F,La Temperatura (feat. Eli Palacios),Maluma,66,224787,0.763,0.82,1,-4.873,0,0.0373,0.0515,4.65e-05,0.316,0.905,119.971,4
1mzd8Z8x4yDNCMmMFCJUVm,Yaari Yaari,Ram Sampath,31,204667,0.498,0.693,9,-4.866,1,0.13,0.396,0.0,0.125,0.537,180.253,4
5xWH3NyMbe7iMLdWGxnOQO,Pa Ti Solamente,Machine,41,168243,0.711,0.397,1,-9.726,1,0.0745,0.743,0.0,0.115,0.436,106.12,4
0JscxlAH7tTH2xWeiHAM5r,Ya Maulana,Sabyan,36,281000,0.612,0.387,0,-6.436,1,0.028,0.795,0.000176,0.0937,0.46,124.013,4
6vatcd5W4sgAKvvwqWnn0R,Down on me,Made famous by Jeremih ft.50 cent,7,226560,0.829,0.695,1,-7.197,1,0.209,0.308,7.22e-06,0.119,0.376,159.993,4
3QeEhShhm4xarUOUmHS4tn,Quem Ama os Animais: Yasminzinha,Yasmin Verissimo,32,138240,0.819,0.367,8,-8.975,1,0.0917,0.386,0.00078,0.0443,0.705,67.986,4
7oVEtyuv9NBmnytsCIsY5I,BURN IT DOWN,Linkin Park,77,230253,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,4
6w8yBI2vthyN9UnwO4UBWb,Entre Nosotros,Tiago PZK,71,192353,0.729,0.513,5,-6.345,0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,3
5a2Hoi1wuhCA6Ob7pbOlpW,Sun Saathiya,Divya Kumar,30,218724,0.469,0.667,9,-7.795,0,0.0369,0.618,0.000141,0.141,0.266,143.978,4
6l7MsekT9Le9GvAkn5ZTVH,Sun Saathiya - Lofi Mix by L3AD,Sachin-Jigar,53,195594,0.344,0.627,9,-6.951,0,0.036,0.631,0.00138,0.093,0.161,71.691,4
5Wvw29RKTFSK0IuCd2qs4m,Así Soy,Santa Fe Klan,72,236069,0.932,0.484,0,-6.357,1,0.324,0.0343,0.0,0.122,0.403,119.94,4
2z4U9d5OAA4YLNXoCgioxo,What the Hell,Avril Lavigne,75,220707,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,4
7F5Mmc4DlX6x5tW3u5zxwt,Work,Iggy Azalea,55,223197,0.699,0.804,7,-4.898,1,0.144,0.0631,0.0,0.414,0.491,140.012,4
40LaNujg5lvImKt0N4xDge,KOODA,6ix9ine,59,142582,0.889,0.626,1,-4.666,1,0.347,0.187,0.0,0.218,0.193,91.196,4
3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,Masked Wolf,76,132780,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,4
0Pjsm4AaJGPOXHoB6xCgJB,Mariposa Traicionera,Maná,68,264600,0.773,0.794,5,-4.954,0,0.0326,0.527,0.000354,0.113,0.907,101.143,4
7c36pInnsI3DzAGDQcTW99,Te Regalo,Ulices Chaidez,66,194963,0.685,0.443,0,-7.463,1,0.0376,0.796,6.94e-06,0.115,0.703,136.958,3
7Ewz6bJ97vUqk5HdkvguFQ,Heaven,Bryan Adams,81,243360,0.382,0.589,9,-7.315,0,0.0267,0.0465,0.0,0.122,0.335,140.059,4
24LS4lQShWyixJ0ZrJXfJ5,Sweet Nothing (feat. Florence Welch),Calvin Harris,76,212560,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,4
4w1lzcaoZ1IC2K5TwjalRP,A Thousand Miles,Vanessa Carlton,79,237493,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,4
4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),USHER,82,220800,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,4
4RyK6N4IQ85xxLgguQAFH5,Blue Jeans,Lana Del Rey,71,209440,0.558,0.837,3,-4.405,1,0.0633,0.418,0.0,0.0821,0.488,117.963,4
7b3k8I1fncAzbk9PHnLkbX,Luna - En Vivo,Zoé,74,280400,0.223,0.459,9,-9.327,0,0.0317,0.123,0.00142,0.741,0.151,180.06,3
7GuWyGVX71jqbftNunPGuh,Ya Habibana Ali,Sabyan,53,245556,0.539,0.493,0,-7.703,1,0.0272,0.0948,3.44e-05,0.128,0.392,107.964,4
4Ro98RCK90oHqqSZUnTFq5,Strip That Down,Liam Payne,68,204502,0.874,0.497,6,-5.484,1,0.0562,0.22,0.0,0.0761,0.542,106.023,4
05ZXXyeZFhZtA6DAP3Aw7x,Loca (feat. Cali y El Dandee),Maite Perroni,60,234366,0.751,0.839,9,-3.367,1,0.054,0.11,0.0,0.0865,0.639,95.019,4
041Kcvnw8nOdq8xiRibPTG,Destino,Greeicy,71,180480,0.701,0.767,0,-3.055,1,0.0746,0.0135,7.29e-06,0.0612,0.695,188.085,4
2Ms33RTRCT6gArrpcrPxmo,Feel,Robbie Williams,78,263867,0.599,0.732,5,-6.843,1,0.026,0.0145,0.000467,0.143,0.295,97.997,4
2wpZaWXBctfgqGzGWiLD1b,Liberté,Soolking,55,290022,0.851,0.658,4,-5.35,0,0.0302,0.516,1.1e-06,0.124,0.548,110.034,4
6wNeKPXF0RDKyvfKfri5hf,Dollhouse,Melanie Martinez,77,231853,0.725,0.708,5,-5.331,0,0.0756,0.22,0.0,0.777,0.555,130.029,4
2YmQHsldWBDOigfcTPyfHI,Seu Polícia - Ao Vivo,Zé Neto & Cristiano,18,169467,0.686,0.878,5,-4.193,1,0.0546,0.361,0.0,0.211,0.412,140.032,4
1eT2CjXwFXNx6oY5ydvzKU,Hey Jude,The Beatles,67,238854,0.462,0.632,5,-7.438,1,0.0248,0.091,0.0,0.397,0.585,74.268,4
5UnGLciTRCxTiIvgfLiUAo,Womanizer - Remastered,Britney Spears,37,224133,0.724,0.688,11,-5.26,1,0.0656,0.0826,0.0,0.114,0.218,139.012,4
7a53HqqArd4b9NF4XAmlbI,Kings & Queens,Ava Max,82,162399,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,4
63TyoT9Ee03rQxv8xmdJ2l,RAP DEVIL,Machine Gun Kelly,61,286117,0.895,0.839,0,-4.512,1,0.227,0.217,3e-06,0.239,0.756,149.951,4
0EcQcdcbQeVJn9fknj44Be,I Like Me Better,Lauv,84,197437,0.753,0.505,9,-7.621,1,0.255,0.534,2.58e-06,0.104,0.419,91.972,4
0Yqs1E3SDb9PgnAxXKi3DS,Teri Pyari Pyari Do Ankhiya - Dj Remix,Munna Chakia,18,210013,0.902,0.836,0,-3.523,1,0.0835,0.274,3.66e-05,0.0536,0.523,120.033,4
